team1,team2,city,date,toss_winner,first_batting,team1_player1_bat_rank,team1_player1_bowl_rank,team1_player2_bat_rank,team1_player2_bowl_rank,team1_player3_bat_rank,team1_player3_bowl_rank,team1_player4_bat_rank,team1_player4_bowl_rank,team1_player5_bat_rank,team1_player5_bowl_rank,team1_player6_bat_rank,team1_player6_bowl_rank,team1_player7_bat_rank,team1_player7_bowl_rank,team1_player8_bat_rank,team1_player8_bowl_rank,team1_player9_bat_rank,team1_player9_bowl_rank,team1_player10_bat_rank,team1_player10_bowl_rank,team1_player11_bat_rank,team1_player11_bowl_rank,team2_player1_bat_rank,team2_player1_bowl_rank,team2_player2_bat_rank,team2_player2_bowl_rank,team2_player3_bat_rank,team2_player3_bowl_rank,team2_player4_bat_rank,team2_player4_bowl_rank,team2_player5_bat_rank,team2_player5_bowl_rank,team2_player6_bat_rank,team2_player6_bowl_rank,team2_player7_bat_rank,team2_player7_bowl_rank,team2_player8_bat_rank,team2_player8_bowl_rank,team2_player9_bat_rank,team2_player9_bowl_rank,team2_player10_bat_rank,team2_player10_bowl_rank,team2_player11_bat_rank,team2_player11_bowl_rank,match_winner
Scotland,Afghanistan,Ayr,16 August 2010,0,0,101,101,101,101,101,101,101,101,78,101,101,101,101,101,101,81,101,101,101,92,101,101,101,101,101,101,48,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1
Ireland,Netherlands,Dublin,16 August 2010,1,0,101,101,78,101,101,83,48,86,101,101,101,25,101,101,101,101,101,101,101,101,101,101,101,101,101,101,49,101,101,101,101,101,101,82,101,67,101,101,101,101,101,101,101,101,0
Scotland,Afghanistan,Ayr,17 August 2010,1,1,101,101,101,101,54,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,98,101,101,101,101,101,101,101,101,101,101,101,101,84,101,101,101,92,101,101,0
Ireland,Netherlands,Dublin,18 August 2010,1,1,101,101,101,101,45,101,101,101,101,101,101,86,101,73,101,101,101,101,101,101,101,101,101,101,64,101,101,85,49,81,101,101,101,23,101,101,101,101,101,101,101,101,101,101,0
Sri Lanka,India,Rangiri Dambulla International Stadium,22 August 2010,1,1,67,101,8,101,53,101,20,56,27,101,2,101,93,24,101,8,101,22,101,46,101,61,101,101,6,101,41,101,13,101,74,101,82,101,81,44,101,3,101,21,101,64,101,101,0
India,New Zealand,Rangiri Dambulla International Stadium,25 August 2010,0,0,72,101,8,101,23,101,20,57,26,101,2,101,93,25,101,11,101,24,101,48,101,51,101,101,46,101,15,101,68,101,33,74,101,101,101,101,101,101,101,5,101,34,101,101,0
Sri Lanka,India,Rangiri Dambulla International Stadium,28 August 2010,0,0,101,101,4,101,43,101,12,101,88,101,85,44,67,101,101,101,101,50,101,3,101,22,8,101,72,101,23,101,20,57,2,101,26,101,57,101,101,11,101,48,101,24,101,51,0
Canada,Ireland,Skating and Curling Club,6 September 2010,1,1,42,101,101,67,101,101,55,79,101,101,101,101,101,20,101,101,101,101,101,101,101,101,101,101,101,94,101,101,51,101,101,101,101,101,101,95,101,101,101,88,101,101,101,93,0
Canada,Ireland,Skating and Curling Club,7 September 2010,0,1,41,101,101,65,101,101,101,101,56,77,101,101,101,20,101,101,101,101,101,101,101,101,101,101,101,101,101,101,52,101,101,101,101,101,101,101,101,101,101,94,101,87,101,101,1
England,Pakistan,Chester-le-Street,10 September 2010,1,0,18,101,101,101,39,101,14,59,24,101,65,101,101,46,101,101,101,17,101,8,101,12,41,101,101,101,19,101,101,101,35,101,33,14,101,101,101,44,101,54,101,11,101,101,0
England,Pakistan,Leeds,12 September 2010,1,1,45,101,101,101,20,101,101,101,37,101,32,15,93,101,101,33,101,12,101,49,101,101,15,101,101,101,35,101,14,60,19,101,66,101,101,101,101,41,101,17,101,9,101,7,0
England,Pakistan,London,17 September 2010,1,1,43,101,101,101,101,101,23,101,89,101,39,101,28,16,75,79,101,20,101,13,101,47,14,101,101,101,36,101,66,101,22,101,101,101,100,101,101,42,101,8,101,11,101,9,1
England,Pakistan,London,20 September 2010,1,1,40,101,101,101,101,101,24,101,96,101,41,101,31,16,74,80,101,23,101,41,101,13,15,101,101,101,47,101,43,101,19,62,14,101,101,101,101,45,101,3,101,6,101,12,1
England,Pakistan,Southampton,22 September 2010,0,0,15,101,101,101,47,101,43,101,19,64,14,101,101,101,101,45,101,3,101,6,101,12,39,101,101,101,101,101,24,101,96,101,40,101,31,16,72,81,101,23,101,13,101,41,0
Zimbabwe,Ireland,Harare Sports Club,26 September 2010,0,1,63,101,38,101,91,101,54,70,101,101,101,101,101,101,101,18,101,101,101,101,101,98,52,101,35,101,59,101,101,101,101,101,81,101,56,101,101,34,101,56,101,65,101,79,0
Zimbabwe,Ireland,Harare Sports Club,28 September 2010,0,1,62,101,42,101,96,101,101,67,52,57,101,101,101,101,99,101,101,19,101,101,101,79,54,101,36,101,65,101,60,101,101,101,82,101,56,101,101,33,101,56,101,60,101,82,0
Zimbabwe,Ireland,Harare Sports Club,30 September 2010,0,1,62,101,42,101,101,65,96,101,52,57,101,101,101,101,100,101,101,19,101,101,101,78,54,101,37,101,65,101,60,101,101,101,56,101,101,32,101,56,101,101,101,101,101,101,1
Bangladesh,New Zealand,Mirpur,5 October 2010,0,0,85,101,101,101,67,101,58,101,35,2,76,101,80,101,101,87,101,34,101,23,101,66,20,101,70,101,101,101,16,101,75,101,83,1,101,101,101,101,101,5,101,36,101,101,0
Kenya,Afghanistan,Nairobi,7 October 2010,0,0,101,101,101,101,84,101,79,76,101,101,101,101,101,90,101,46,101,93,101,101,101,101,101,101,101,101,63,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,0
Kenya,Afghanistan,Nairobi,9 October 2010,0,0,101,101,101,101,71,101,81,81,101,101,101,101,101,84,101,43,101,83,101,101,101,101,101,101,101,101,63,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1
Bangladesh,New Zealand,Mirpur,11 October 2010,0,1,20,101,65,101,101,101,15,101,80,101,91,1,101,101,101,101,101,8,101,40,101,101,72,101,86,101,68,101,57,101,34,2,77,101,82,101,101,24,101,101,101,101,101,101,0
Kenya,Afghanistan,Nairobi,11 October 2010,1,1,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,54,101,72,101,82,81,101,101,101,101,101,85,101,43,101,84,101,101,101,101,0
Bangladesh,New Zealand,Mirpur,14 October 2010,1,0,66,101,93,101,65,101,60,101,25,2,79,101,76,100,101,101,101,22,101,101,101,101,22,101,101,101,101,101,16,101,101,101,90,1,80,101,101,8,101,101,101,81,101,101,0
South Africa,Zimbabwe,Bloemfontein,15 October 2010,0,0,3,101,13,101,101,101,1,101,101,65,101,101,101,101,101,18,101,61,101,39,101,101,56,101,32,101,101,101,79,101,101,101,55,101,58,101,101,33,101,101,101,58,101,87,0
Bangladesh,New Zealand,Mirpur,17 October 2010,0,0,59,101,95,101,67,101,63,101,22,2,72,101,77,97,101,101,101,21,101,101,101,99,23,101,76,101,101,101,19,101,101,101,84,1,66,101,101,101,101,8,101,101,101,101,0
South Africa,Zimbabwe,Potchefstroom,17 October 2010,1,1,32,101,101,101,78,101,54,101,101,101,101,101,57,101,101,101,101,33,101,60,101,101,3,101,13,101,1,101,101,101,101,101,101,101,101,101,101,37,101,62,101,101,101,101,0
India,Australia,Visakhapatnam,20 October 2010,0,1,55,101,89,101,15,101,2,101,21,101,101,101,101,101,101,101,101,28,101,101,101,53,101,101,101,101,14,101,22,58,24,101,3,101,101,101,101,101,101,12,101,101,101,22,0
South Africa,Zimbabwe,Benoni,22 October 2010,0,0,15,101,2,101,101,101,1,101,101,64,101,101,101,101,101,12,101,52,101,60,101,93,35,101,56,101,101,101,54,101,101,101,61,101,101,101,101,33,101,61,101,101,101,101,0
Pakistan,South Africa,Abu Dhabi,29 October 2010,0,0,101,101,101,101,101,101,101,101,87,101,32,17,62,86,101,101,101,30,101,11,101,44,16,101,2,101,7,57,1,101,101,101,101,101,101,101,101,14,101,25,101,55,101,37,1
Pakistan,South Africa,Abu Dhabi,31 October 2010,1,1,1,101,101,101,101,101,2,101,101,101,101,101,101,69,101,16,101,21,101,101,101,43,101,101,101,101,101,101,101,101,69,101,33,17,62,84,101,101,101,101,101,12,101,37,0
Pakistan,South Africa,Dubai International Cricket Stadium,2 November 2010,0,1,1,101,10,56,101,101,2,101,101,101,101,101,101,69,101,14,101,20,101,101,101,42,101,101,101,101,101,101,101,101,33,16,69,101,62,84,101,101,101,101,101,12,101,36,1
Australia,Sri Lanka,Melbourne Cricket Ground,3 November 2010,0,0,20,32,46,101,16,101,3,101,22,101,54,101,101,101,101,20,101,101,101,101,101,101,38,101,5,101,10,101,101,101,77,101,63,45,101,72,101,43,101,5,101,21,101,101,1
Australia,Sri Lanka,Sydney Cricket Ground,5 November 2010,1,1,38,101,5,101,101,101,10,101,63,45,77,101,101,72,101,43,101,5,101,101,101,21,20,32,46,101,12,101,16,101,22,101,3,101,101,101,101,20,101,30,101,52,101,101,1
Pakistan,South Africa,Dubai International Cricket Stadium,5 November 2010,1,1,13,101,1,101,10,51,2,101,101,101,101,101,101,101,101,13,101,12,101,18,101,59,101,101,101,101,101,101,101,101,72,101,32,17,62,86,101,101,101,101,101,101,101,33,0
Australia,Sri Lanka,Woolloongabba,7 November 2010,1,1,39,101,6,101,11,101,101,101,72,101,64,46,101,101,101,48,101,72,101,24,101,53,20,26,45,101,13,101,3,101,22,101,78,101,101,101,101,34,101,20,101,101,101,101,0
Pakistan,South Africa,Dubai International Cricket Stadium,8 November 2010,1,1,1,101,16,101,10,47,2,101,101,101,101,101,101,14,101,101,101,13,101,18,101,42,101,101,101,101,101,101,101,101,76,101,37,101,31,16,59,87,101,101,101,101,101,38,1
India,New Zealand,Guwahati,28 November 2010,1,0,101,101,16,101,5,101,22,51,26,101,101,101,101,101,101,101,101,26,101,77,101,49,40,101,82,101,101,101,19,101,33,76,67,101,101,101,101,101,101,101,101,8,101,97,0
Bangladesh,Zimbabwe,Mirpur,1 December 2010,0,1,32,101,101,101,101,101,61,101,53,101,101,101,101,33,101,101,101,101,101,4,101,66,31,101,52,101,66,101,83,101,21,2,74,101,101,101,79,92,101,38,101,15,101,101,1
India,New Zealand,Jaipur,1 December 2010,0,1,40,101,82,101,101,101,19,101,33,76,81,1,101,101,101,101,101,8,101,44,101,96,101,101,16,101,5,101,22,51,26,101,101,101,101,101,101,101,101,26,101,78,101,49,0
Bangladesh,Zimbabwe,Mirpur,3 December 2010,0,1,32,101,101,101,101,101,101,101,55,101,101,101,63,101,101,35,101,101,101,4,101,64,30,101,52,101,65,101,53,101,20,2,72,101,101,77,101,41,101,8,101,101,101,101,0
India,New Zealand,Vadodara,4 December 2010,0,1,43,101,27,101,101,101,23,101,34,76,101,87,84,1,101,101,101,101,101,10,101,97,101,101,8,101,5,101,21,51,101,101,94,33,101,101,101,101,101,29,101,39,101,101,0
Bangladesh,Zimbabwe,Mirpur,6 December 2010,1,0,31,101,52,101,66,101,56,101,19,3,65,101,100,78,101,101,101,32,101,2,101,101,33,101,101,101,60,101,59,101,101,101,101,101,101,28,101,64,101,101,101,6,101,63,0
India,New Zealand,Bangalore,7 December 2010,0,1,45,101,27,101,82,101,24,101,34,73,101,93,91,1,101,17,101,100,101,49,101,94,10,101,101,101,5,101,21,51,54,101,81,88,101,101,101,81,101,10,101,101,101,32,0
India,New Zealand,Chepauk,10 December 2010,1,1,45,101,28,101,82,101,24,101,32,72,101,94,72,101,90,1,101,101,101,17,101,49,10,101,101,101,5,101,21,51,56,101,80,88,101,101,101,82,101,10,101,32,101,39,0
Bangladesh,Zimbabwe,Chittagong,12 December 2010,1,1,35,101,64,101,101,101,101,101,52,101,63,101,101,29,101,101,101,63,101,3,101,65,26,101,54,101,59,101,60,101,20,5,66,101,100,77,101,101,101,24,101,2,101,80,0
Bangladesh,Zimbabwe,Chittagong,12 December 2010,1,1,32,101,60,101,101,101,101,101,59,101,64,101,101,28,101,101,101,64,101,6,101,63,31,101,52,101,66,101,56,101,19,3,65,101,100,78,101,101,101,31,101,2,101,101,0
India,New Zealand,Chepauk,10 December 2010,1,1,40,101,27,101,84,101,22,101,32,77,101,89,72,101,85,1,101,101,101,11,101,48,8,101,101,101,5,101,24,52,54,101,81,92,101,101,101,101,101,16,101,31,101,39,0
India,New Zealand,Bangalore,7 December 2010,0,1,44,101,28,101,82,101,25,101,33,71,101,94,91,1,101,17,101,101,101,49,101,95,10,101,101,101,5,101,24,56,58,101,81,89,101,101,101,83,101,12,101,101,101,39,0
South Africa,India,Durban,12 January 2011,0,0,14,101,1,101,101,101,2,101,101,101,101,101,101,20,101,60,101,15,101,9,101,11,101,101,16,101,5,101,60,101,21,57,4,101,27,101,101,22,101,101,101,40,101,30,0
South Africa,India,Johannesburg,15 January 2011,1,1,101,101,16,101,5,101,22,57,4,101,27,101,60,101,101,21,101,101,101,40,101,29,1,101,14,101,101,101,2,101,101,101,101,101,101,20,101,60,101,15,101,8,101,11,1
Australia,England,Melbourne Cricket Ground,16 January 2011,1,1,18,101,101,101,52,101,32,101,44,101,19,101,101,100,101,41,101,2,101,101,101,101,14,31,42,101,17,101,101,101,3,101,24,101,101,101,101,23,101,101,101,35,101,9,0
South Africa,India,Cape Town,18 January 2011,0,0,14,101,1,101,101,101,3,101,101,101,101,101,101,21,101,65,101,12,101,2,101,10,65,101,101,101,2,101,24,50,5,101,27,101,68,81,101,18,101,101,101,42,101,31,1
Australia,England,Hobart,21 January 2011,1,0,16,30,47,101,18,101,23,101,101,101,37,101,101,101,101,101,101,34,101,3,101,45,17,101,101,101,53,101,35,101,43,101,20,101,101,99,101,38,101,101,101,101,101,101,0
South Africa,India,Port Elizabeth,21 January 2011,0,0,1,101,14,101,101,101,3,101,101,101,101,101,101,21,101,101,101,13,101,2,101,10,66,101,101,101,2,101,24,50,27,101,5,101,69,81,101,17,101,31,101,101,101,43,0
New Zealand,Pakistan,Wellington,22 January 2011,1,1,48,101,101,101,101,101,101,101,101,101,45,101,31,21,57,91,101,101,101,48,101,42,40,101,66,101,23,101,32,73,101,85,27,101,64,12,89,1,101,101,101,34,101,101,0
Australia,England,Sydney Cricket Ground,23 January 2011,1,1,16,101,101,101,34,101,47,101,20,101,22,56,101,99,96,101,101,101,101,101,101,101,17,23,43,101,39,101,19,101,24,101,101,101,101,101,101,101,101,29,101,7,101,101,0
South Africa,India,Centurion,23 January 2011,1,0,16,101,1,101,101,101,2,101,101,101,101,101,101,20,101,101,101,10,101,2,101,11,101,101,69,101,3,101,6,101,25,51,29,101,49,85,101,17,101,101,101,101,101,31,0
Australia,England,Adelaide Oval,26 January 2011,1,1,18,101,86,101,25,101,39,101,47,101,19,101,22,49,101,99,101,101,101,101,101,12,14,26,44,101,43,101,20,101,23,101,101,101,101,101,101,101,101,33,101,8,101,101,1
New Zealand,Pakistan,Christchurch,29 January 2011,0,1,77,101,101,101,50,101,101,101,101,101,37,101,29,19,57,92,101,101,101,24,101,47,39,101,81,101,25,101,32,71,101,101,30,101,65,13,101,101,101,21,101,34,101,101,1
Australia,England,Woolloongabba,30 January 2011,0,0,16,25,42,101,45,101,18,101,23,101,101,101,101,101,101,28,101,101,101,22,101,8,20,101,86,101,27,101,36,101,48,101,21,101,22,44,101,101,101,101,101,12,101,101,0
New Zealand,Pakistan,Napier,1 February 2011,0,0,37,101,81,101,26,101,34,63,101,101,101,91,29,101,101,101,89,1,101,37,101,101,82,101,101,101,50,101,101,101,101,101,41,101,31,18,57,72,101,94,101,49,101,31,1
Australia,England,Sydney Cricket Ground,2 February 2011,1,1,20,101,91,101,19,101,37,101,48,101,22,101,23,46,101,101,101,91,101,13,101,101,15,28,43,101,74,101,101,32,12,101,26,101,98,101,101,101,101,101,101,26,101,43,0
New Zealand,Pakistan,Hamilton,3 February 2011,0,1,82,101,85,101,51,101,101,101,101,101,39,101,31,20,59,71,101,78,101,27,101,41,35,101,71,101,84,101,25,101,30,101,38,62,101,95,101,97,66,14,101,19,101,101,1
Sri Lanka,West Indies,Colombo,3 February 2011,0,1,8,94,101,101,101,101,31,101,72,30,99,74,101,101,92,36,101,65,101,41,101,75,33,101,6,101,10,101,101,101,69,101,85,101,61,47,101,12,101,6,101,101,101,101,0
New Zealand,Pakistan,Auckland,5 February 2011,1,0,35,101,34,101,54,101,26,101,101,90,36,66,101,98,101,15,101,101,101,39,101,101,85,101,96,101,48,101,101,101,101,101,41,101,29,23,65,62,101,53,101,32,101,42,0
Australia,England,Perth,6 February 2011,0,0,101,101,44,101,74,101,25,101,81,101,101,101,101,17,101,101,101,101,101,38,101,11,21,101,101,101,20,101,38,101,49,101,83,101,101,82,93,101,101,101,101,101,101,12,0
Sri Lanka,West Indies,Colombo,6 February 2011,1,0,33,101,7,101,8,101,101,101,87,101,72,101,101,60,57,50,101,101,101,14,101,47,11,84,101,101,101,101,31,101,17,101,70,31,98,36,101,101,101,70,101,51,101,46,0
Bangladesh,India,Mirpur,19 February 2011,0,1,6,101,16,101,10,101,2,101,50,84,24,52,5,101,101,14,101,101,101,97,101,22,25,101,55,101,60,101,19,5,66,101,59,101,84,99,101,79,101,6,101,86,101,101,1
Kenya,New Zealand,Chepauk,20 February 2011,0,0,56,101,101,101,71,101,78,81,101,101,101,101,101,92,101,43,101,88,101,101,101,101,34,101,33,101,53,101,27,101,101,91,36,67,90,1,101,94,68,15,101,34,101,101,1
Sri Lanka,Canada,Sooriyawewa,20 February 2011,0,0,35,101,7,101,8,101,101,101,101,55,56,50,93,101,67,101,101,3,101,101,101,14,101,101,101,101,101,101,101,101,51,101,98,96,101,101,101,100,101,89,101,101,101,98,0
Australia,Zimbabwe,Motera,21 February 2011,0,0,11,29,44,101,16,101,12,101,28,101,80,101,101,101,101,10,101,34,101,101,101,28,37,101,88,101,57,101,101,101,65,101,76,101,101,101,101,30,101,62,101,5,101,67,0
England,Netherlands,Jamtha,22 February 2011,1,1,101,101,101,101,43,101,19,50,101,101,101,101,101,87,101,68,101,101,101,101,101,101,22,101,39,101,21,101,49,101,23,46,73,101,80,101,101,40,101,12,101,3,101,18,0
Kenya,Pakistan,Sooriyawewa,23 February 2011,1,1,88,101,101,101,46,101,101,101,101,101,37,101,33,21,63,63,101,101,101,31,101,41,101,101,101,101,69,101,82,77,101,101,101,101,101,98,101,42,101,97,101,101,101,101,1
South Africa,West Indies,Delhi,24 February 2011,0,1,14,82,101,101,87,101,33,101,17,101,67,34,101,101,101,74,101,38,101,48,101,72,1,101,13,101,12,53,2,101,101,101,101,101,101,24,101,101,101,2,101,7,101,101,0
Australia,New Zealand,2010/11 season,25 February 2011,0,1,35,101,32,101,53,101,28,101,101,91,37,69,85,101,101,95,81,1,101,35,101,101,9,27,41,101,18,101,11,101,27,101,78,101,101,101,101,6,101,101,101,26,101,29,0
Bangladesh,Ireland,Mirpur,25 February 2011,0,0,26,101,54,101,62,101,65,101,21,7,58,101,91,101,97,78,101,76,101,8,101,101,59,101,46,101,101,101,77,101,101,101,51,60,101,56,101,101,101,23,101,65,101,75,0
Sri Lanka,Pakistan,Colombo,26 February 2011,1,1,101,101,82,101,45,101,101,101,101,101,40,101,32,12,66,64,101,34,101,101,101,37,35,101,7,101,8,101,101,101,72,101,70,101,57,50,101,49,101,9,101,101,101,101,1
India,England,Bangalore,27 February 2011,0,0,6,101,10,101,11,101,23,56,5,101,50,87,3,101,101,16,101,101,101,101,101,22,13,101,39,101,22,101,46,101,26,47,89,101,101,79,101,32,101,7,101,101,101,24,2
Canada,Zimbabwe,Jamtha,28 February 2011,1,1,41,101,94,101,53,101,101,101,66,101,74,101,101,101,101,29,101,55,101,3,101,67,101,101,101,101,101,101,54,101,101,101,96,94,101,101,101,101,101,81,101,84,101,101,1
Netherlands,West Indies,Delhi,28 February 2011,0,1,101,101,15,86,86,101,31,101,87,77,101,40,19,101,101,101,101,69,101,44,101,63,101,101,101,101,37,101,21,54,101,101,101,101,101,90,101,68,101,101,101,101,101,101,1
Sri Lanka,Kenya,Colombo,1 March 2011,1,1,101,101,101,101,62,101,101,101,88,81,101,101,101,100,101,98,101,65,101,101,101,101,37,101,7,101,8,101,101,101,72,101,69,101,56,46,101,8,101,101,101,17,101,13,0
England,Ireland,Bangalore,2 March 2011,0,0,13,101,39,101,19,101,43,101,26,49,95,101,101,32,101,84,101,6,101,14,101,25,59,101,47,101,101,101,77,101,101,101,35,62,101,95,91,101,101,16,101,58,101,78,1
Netherlands,South Africa,Mohali,3 March 2011,0,1,1,101,17,101,15,48,2,101,101,101,101,101,101,101,101,101,101,2,101,7,101,101,101,101,101,101,46,101,101,101,23,51,101,101,101,94,101,68,101,101,101,101,101,101,1
Canada,Pakistan,Colombo,3 March 2011,1,1,84,101,101,101,48,101,101,101,101,101,38,101,35,10,65,65,101,35,101,83,101,27,101,101,101,101,101,101,54,101,101,101,98,88,101,101,101,74,101,78,101,101,101,90,1
New Zealand,Zimbabwe,Motera,4 March 2011,1,1,41,101,101,101,53,101,101,101,69,101,101,101,101,101,101,31,101,60,101,3,101,101,28,101,29,101,52,101,30,101,101,94,40,67,101,97,79,1,101,13,101,29,101,101,0
Bangladesh,West Indies,Mirpur,4 March 2011,0,0,25,101,58,101,60,101,68,101,21,8,59,101,90,101,101,70,101,78,101,9,101,101,101,101,13,86,81,101,34,101,20,101,87,80,101,101,101,33,101,71,101,38,101,46,1
England,South Africa,Chepauk,6 March 2011,0,0,15,101,41,101,14,101,46,101,63,101,96,101,101,101,101,35,101,4,101,10,101,20,1,101,17,101,16,54,2,101,101,101,101,101,101,101,101,95,101,7,101,2,101,101,0
India,Ireland,Bangalore,6 March 2011,0,1,55,101,51,101,101,101,74,101,101,101,38,65,101,98,93,101,101,14,101,49,101,75,7,101,10,101,12,101,3,101,22,50,5,101,48,87,101,19,101,101,101,101,101,25,0
Canada,Kenya,Delhi,7 March 2011,1,1,101,101,101,101,61,101,101,101,88,86,101,101,101,101,101,43,101,94,101,101,101,101,101,101,96,80,101,101,53,101,101,101,101,101,101,101,101,71,101,101,101,77,101,101,0
New Zealand,Pakistan,Pallekele International Cricket Stadium,8 March 2011,0,0,24,101,30,101,101,101,21,101,101,94,40,58,101,84,69,22,101,15,79,1,101,17,86,101,101,101,48,101,101,101,101,101,35,101,34,11,63,68,101,98,101,23,101,101,0
India,Netherlands,Delhi,9 March 2011,1,1,101,101,101,101,46,101,25,55,101,101,101,101,101,101,101,87,101,101,101,66,101,95,8,101,10,101,47,80,13,101,3,101,22,49,6,101,101,20,101,101,101,101,101,43,0
Sri Lanka,Zimbabwe,Pallekele International Cricket Stadium,10 March 2011,1,0,38,101,5,98,101,50,101,101,7,101,58,45,71,101,61,101,101,7,101,22,101,101,32,101,101,101,55,101,101,34,101,101,73,101,101,101,101,63,101,4,101,101,101,68,0
Ireland,West Indies,Mohali,11 March 2011,0,1,101,101,20,101,87,101,35,101,75,83,101,31,101,101,101,101,101,72,101,38,101,43,57,101,52,101,101,101,72,101,91,101,40,62,101,91,94,101,101,101,101,48,101,66,1
Bangladesh,England,Chittagong,11 March 2011,0,1,16,101,96,101,11,101,45,101,23,101,64,101,101,4,101,101,101,33,101,101,101,24,25,101,49,101,62,101,63,101,22,9,69,101,80,99,101,56,101,7,101,79,101,101,0
India,South Africa,Jamtha,12 March 2011,0,0,8,101,9,101,13,101,48,76,24,52,6,101,4,101,101,19,101,101,101,48,101,31,1,101,17,101,14,50,2,101,101,101,101,101,101,101,101,25,101,89,101,2,101,3,1
Canada,New Zealand,Mumbai,13 March 2011,0,1,27,101,28,101,53,101,21,101,101,86,101,101,38,55,101,97,68,21,101,13,101,17,101,101,101,101,101,101,45,101,101,101,100,87,101,94,101,101,101,69,101,80,101,74,1
Australia,Kenya,Bangalore,13 March 2011,0,0,12,35,41,101,17,101,11,101,29,101,3,101,101,101,101,7,101,26,101,101,101,28,101,101,56,101,54,101,101,101,59,101,101,42,101,101,101,101,101,79,101,101,101,101,0
Bangladesh,Netherlands,Chittagong,14 March 2011,1,1,101,101,101,101,101,54,45,101,22,57,101,101,101,101,101,101,101,86,101,80,101,101,26,101,42,101,60,101,87,101,25,10,70,101,81,101,101,101,101,6,101,72,101,100,0
Pakistan,Zimbabwe,Pallekele International Cricket Stadium,14 March 2011,1,1,33,101,101,101,55,101,101,101,92,101,101,101,69,101,101,29,101,65,101,101,101,2,79,101,101,101,101,101,36,11,101,101,101,101,61,60,48,101,101,89,101,21,101,71,0
Ireland,South Africa,Kolkata,15 March 2011,0,1,1,101,22,101,101,101,15,47,101,101,101,101,100,101,101,25,101,78,101,3,101,5,58,101,53,101,101,101,75,101,86,101,41,63,101,96,97,101,101,20,101,44,101,67,1
Australia,Canada,Bangalore,16 March 2011,1,1,101,101,101,101,101,101,46,101,101,101,101,93,101,101,101,101,101,65,101,101,101,75,11,33,39,101,21,101,12,101,29,101,3,101,101,101,101,8,101,25,101,101,101,26,0
